id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
11,MDH0011,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,17.00,7.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2737551,103.3481416,7.13,5.73,Belum,-,-,Abasri,27/09/2021 10:07,200000,302.74,-,Krisnawati et al (2012),1632711889035.jpg,1632711942392.jpg,1632711973913.jpg,1632712019590.jpg,
12,MDH0012,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2735537,103.3480425,0.00,5.73,Belum,-,-,Abasri,27/09/2021 10:15,200000,1450.12,-,Krisnawati et al (2012),1632712432442.jpg,1632712451948.jpg,1632712480916.jpg,1632712531953.jpg,
13,MDH0013,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,36.00,17.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2733568,103.3482655,7.55,5.7,Belum,-,-,Deka,27/09/2021 11:16,200000,1650.08,-,Krisnawati et al (2012),1632716054316.jpg,1632716071862.jpg,1632716110112.jpg,1632716158051.jpg,
14,MDH0016,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,37.00,14.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2720130,103.3486781,1.57,5.61,Belum,-,-,Deka,27/09/2021 14:09,200000,1755.49,-,Krisnawati et al (2012),1632726415495.jpg,1632726447675.jpg,1632726508962.jpg,1632726546672.jpg,
15,MDH0014,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,19.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2735122,103.3482345,0.00,5.71,Belum,-,-,Deka,27/09/2021 14:35,200000,389.27,-,Krisnawati et al (2012),1632728023236.jpg,1632728042617.jpg,1632728085303.jpg,1632728119226.jpg,
16,MDH0015,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35.00,18.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2734953,103.3482937,0.00,5.7,Belum,-,-,Deka,27/09/2021 14:42,200000,1548.3,-,Krisnawati et al (2012),1632728462724.jpg,1632728483403.jpg,1632728520512.jpg,1632728546817.jpg,
17,MDH0017,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,31.00,18.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2732726,103.3483056,43.51,5.69,Belum,-,-,Deka,27/09/2021 14:47,200000,1176.9,-,Krisnawati et al (2012),1632728766034.jpg,1632728780638.jpg,1632728816150.jpg,1632728840833.jpg,
18,MDH0018,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,23.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2732009,103.3485683,150.79,5.66,Belum,-,-,Deka,27/09/2021 14:52,200000,599.47,-,Krisnawati et al (2012),1632729047808.jpg,1632729084776.jpg,1632729124076.jpg,1632729149292.jpg,
19,MDH0019,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,33.00,17.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2731702,103.3484458,2.20,5.68,Belum,-,-,Deka,27/09/2021 14:58,200000,1355.51,-,Krisnawati et al (2012),1632729430038.jpg,1632729450169.jpg,1632729490750.jpg,1632729517139.jpg,
20,MDH0020,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,47.00,20.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2733304,103.3483851,0.00,5.69,Belum,-,-,Deka,27/09/2021 15:07,200000,3014.42,-,Krisnawati et al (2012),1632729968837.jpg,1632729982902.jpg,1632730018581.jpg,1632730047782.jpg,
21,MDH0021,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,19.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2730829,103.3484111,24.05,5.68,Belum,-,-,Deka,27/09/2021 15:17,200000,389.27,-,Krisnawati et al (2012),1632730501605.jpg,1632730519549.jpg,1632730566379.jpg,1632730649955.jpg,
22,MDH0022,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,20.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728086,103.3486197,27.25,5.65,Belum,-,-,Deka,27/09/2021 15:26,200000,437.11,-,Krisnawati et al (2012),1632731126146.jpg,1632731142033.jpg,1632731181216.jpg,1632731201416.jpg,
23,MDH0023,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2727515,103.3484416,48.14,5.66,Belum,-,-,Deka,27/09/2021 15:38,200000,1548.3,-,Krisnawati et al (2012),1632731754506.jpg,1632731813741.jpg,1632731851276.jpg,1632731885598.jpg,
24,MDH0024,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,28.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2727399,103.3483799,25.10,5.67,Belum,-,-,Abasri,28/09/2021 08:35,200000,935.06,-,Krisnawati et al (2012),1632792815076.jpg,1632792828881.jpg,1632792881707.jpg,1632792918304.jpg,
25,MDH0025,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,20.00,12.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2726914,103.3484134,118.80,5.66,Belum,-,-,Abasri,28/09/2021 08:40,200000,437.11,-,Krisnawati et al (2012),1632793170102.jpg,1632793185256.jpg,1632793206242.jpg,1632793234571.jpg,
26,MDH0026,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,18.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728957,103.3485152,0.00,5.66,Belum,-,-,Abasri,28/09/2021 08:44,200000,344.49,-,Krisnawati et al (2012),1632793389953.jpg,1632793408606.jpg,1632793462644.jpg,1632793487937.jpg,
27,MDH0027,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,27.00,12.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2731807,103.3484241,0.00,5.68,Belum,-,-,Abasri,28/09/2021 08:51,200000,861.28,-,Krisnawati et al (2012),1632793850437.jpg,1632793862083.jpg,1632793878103.jpg,1632793903845.jpg,
28,MDH0028,Ara,Ficus racemosa,Pohon Dewasa,icon/mature_tree.svg,Least Concern,17.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2730193,103.3484407,45.07,5.67,Belum,-,-,Deka,28/09/2021 08:57,200000,302.74,-,Krisnawati et al (2012),1632794165823.jpg,1632794187307.jpg,1632794226820.jpg,1632794246754.jpg,
29,MDH0029,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,22.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724535,103.3487615,118.29,5.62,Belum,-,-,Abasri,28/09/2021 09:05,200000,542.17,-,Krisnawati et al (2012),1632794620178.jpg,1632794630577.jpg,1632794680938.jpg,1632794707838.jpg,
30,MDH0030,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48.00,20.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728956,103.3487198,22.77,5.64,Belum,-,-,Abasri,28/09/2021 09:10,200000,3161.31,-,Krisnawati et al (2012),1632794911022.jpg,1632794929376.jpg,1632794988080.jpg,1632795024568.jpg,
31,MDH0031,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,26.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728404,103.3487010,17.47,5.64,Belum,-,-,Abasri,28/09/2021 09:15,200000,790.86,-,Krisnawati et al (2012),1632795239108.jpg,1632795257090.jpg,1632795300952.jpg,1632795327601.jpg,
32,MDH0032,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,22.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724521,103.3487652,0.00,5.62,Belum,-,-,Abasri,28/09/2021 09:20,200000,542.17,-,Krisnawati et al (2012),1632795547692.jpg,1632795566874.jpg,1632795584017.jpg,1632795609723.jpg,
33,MDH0033,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,21.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2726512,103.3488471,0.00,5.62,Belum,-,-,Abasri,28/09/2021 09:23,200000,488.07,-,Krisnawati et al (2012),1632795720991.jpg,1632795737797.jpg,1632795764575.jpg,1632795802664.jpg,
34,MDH0034,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,13.00,7.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728117,103.3489971,28.39,5.61,Belum,-,-,Deka,28/09/2021 09:26,200000,165.11,-,Krisnawati et al (2012),1632795945035.jpg,1632795957194.jpg,1632795974237.jpg,1632795994275.jpg,
35,MDH0035,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,21.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2729561,103.3489803,58.65,5.61,Belum,-,-,Deka,28/09/2021 09:30,200000,488.07,-,Krisnawati et al (2012),1632796150999.jpg,1632796161932.jpg,1632796179567.jpg,1632796195882.jpg,
36,MDH0036,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,25.00,11.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2727180,103.3490259,0.00,5.6,Belum,-,-,Deka,28/09/2021 09:33,200000,723.78,-,Krisnawati et al (2012),1632796346488.jpg,1632796365954.jpg,1632796387543.jpg,1632796402740.jpg,
37,MDH0037,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,26.00,11.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724897,103.3490854,11.35,5.59,Belum,-,-,Deka,28/09/2021 09:39,200000,790.86,-,Krisnawati et al (2012),1632796701766.jpg,1632796714800.jpg,1632796739164.jpg,1632796754161.jpg,
38,MDH0038,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,15.00,9.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724148,103.3487153,23.95,5.62,Belum,-,-,Abasri,28/09/2021 10:55,200000,228.15,-,Krisnawati et al (2012),1632801262033.jpg,1632801278062.jpg,1632801301967.jpg,1632801327020.jpg,
39,MDH0039,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,32.00,12.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723276,103.3486430,26.67,5.63,Belum,-,-,Abasri,28/09/2021 10:59,200000,1264.45,-,Krisnawati et al (2012),1632801490855.jpg,1632801505316.jpg,1632801522961.jpg,1632801560940.jpg,
40,MDH0040,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34.00,13.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725118,103.3488345,23.94,5.61,Belum,-,-,Deka,28/09/2021 11:03,200000,1450.12,-,Krisnawati et al (2012),1632801761475.jpg,1632801771806.jpg,1632801799252.jpg,1632801819484.jpg,
41,MDH0041,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,27.00,12.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724184,103.3487090,0.00,5.62,Belum,-,-,Abasri,28/09/2021 11:06,200000,861.28,-,Krisnawati et al (2012),1632801911431.jpg,1632801922494.jpg,1632801941319.jpg,1632801956580.jpg,
42,MDH0042,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,38.00,13.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2722882,103.3484887,33.65,5.64,Belum,-,-,Abasri,28/09/2021 11:09,200000,1864.55,-,Krisnawati et al (2012),1632802099819.jpg,1632802112342.jpg,1632802141806.jpg,1632802155435.jpg,
43,MDH0043,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,24.00,11.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2733869,103.3491485,0.00,5.61,Belum,-,-,Abasri,28/09/2021 11:15,200000,659.99,-,Krisnawati et al (2012),1632802436256.jpg,1632802475693.jpg,1632802504135.jpg,1632802526209.jpg,
44,MDH0044,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,11.00,7.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2733318,103.3492313,0.00,5.6,Belum,-,-,Abasri,28/09/2021 11:19,200000,113.19,-,Krisnawati et al (2012),1632802680863.jpg,1632802694136.jpg,1632802733004.jpg,1632802755798.jpg,
45,MDH0045,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,24.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2722765,103.3485335,40.88,5.64,Belum,-,-,Abasri,28/09/2021 11:24,200000,659.99,-,Krisnawati et al (2012),1632803000969.jpg,1632803018975.jpg,1632803041340.jpg,1632803067757.jpg,
46,MDH0046,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,16.00,5.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724531,103.3487156,28.95,5.62,Belum,-,-,Abasri,28/09/2021 11:28,200000,263.98,-,Krisnawati et al (2012),1632803238436.jpg,1632803253894.jpg,1632803297075.jpg,1632803310652.jpg,
47,MDH0047,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48.00,20.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723548,103.3487655,0.00,5.62,Belum,-,-,Abasri,28/09/2021 11:32,200000,3161.31,-,Krisnawati et al (2012),1632803455973.jpg,1632803478733.jpg,1632803496742.jpg,1632803513914.jpg,
48,MDH0048,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,22.00,12.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725853,103.3487525,5.57,5.62,Belum,-,-,Abasri,28/09/2021 11:35,200000,542.17,-,Krisnawati et al (2012),1632803668003.jpg,1632803676978.jpg,1632803703840.jpg,1632803726706.jpg,
49,MDH0049,Tumu,Bruguiera gymnorrhiza,Pohon Dewasa,icon/mature_tree.svg,Least Concern,28.00,8.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725680,103.3487582,4.08,5.62,Belum,-,-,Abasri,28/09/2021 11:38,200000,935.06,-,Krisnawati et al (2012),1632803864909.jpg,1632803881027.jpg,1632803911488.jpg,1632803927462.jpg,
50,MDH0050,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,30.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725716,103.3487510,4.79,5.62,Belum,-,-,Abasri,28/09/2021 11:42,200000,1092.84,-,Krisnawati et al (2012),1632804077329.jpg,1632804085994.jpg,1632804117469.jpg,1632804149036.jpg,
51,MDH0051,Ara,Ficus racemosa,Pohon Dewasa,icon/mature_tree.svg,Least Concern,16.00,8.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723767,103.3498861,80.44,5.5,Belum,-,-,Deka,28/09/2021 13:37,200000,263.98,-,Krisnawati et al (2012),1632810960928.jpg,1632810972340.jpg,1632810993392.jpg,1632811017968.jpg,
52,MDH0052,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,28.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2722014,103.3480728,74.72,5.69,Belum,-,-,Abasri,28/09/2021 13:42,200000,935.06,-,Krisnawati et al (2012),1632811286027.jpg,1632811302307.jpg,1632811319306.jpg,1632811338723.jpg,
53,MDH0053,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,39.00,13.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2726194,103.3485210,9.04,5.65,Belum,-,-,Abasri,28/09/2021 13:46,200000,1977.28,-,Krisnawati et al (2012),1632811518196.jpg,1632811537941.jpg,1632811551604.jpg,1632811578175.jpg,
54,MDH0054,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,21.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2726953,103.3486837,7.20,5.64,Belum,-,-,Abasri,28/09/2021 13:50,200000,488.07,-,Krisnawati et al (2012),1632811737974.jpg,1632811747260.jpg,1632811792933.jpg,1632811812761.jpg,
55,MDH0055,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,18.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2729087,103.3483639,0.00,5.68,Belum,-,-,Abasri,28/09/2021 13:55,200000,344.49,-,Krisnawati et al (2012),1632812008141.jpg,1632812020272.jpg,1632812102124.jpg,1632812119811.jpg,
56,MDH0056,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,40.00,15.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2728646,103.3483394,0.00,5.68,Belum,-,-,Abasri,28/09/2021 14:02,200000,2093.72,-,Krisnawati et al (2012),1632812467008.jpg,1632812487818.jpg,1632812507772.jpg,1632812555442.jpg,
57,MDH0057,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,48.00,20.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2719646,103.3484135,63.56,5.64,Belum,-,-,Abasri,28/09/2021 14:11,200000,3161.31,-,Krisnawati et al (2012),1632813000591.jpg,1632813026484.jpg,1632813052519.jpg,1632813072268.jpg,
58,MDH0058,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,20.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724102,103.3487017,19.10,5.62,Belum,-,-,Abasri,28/09/2021 14:15,200000,437.11,-,Krisnawati et al (2012),1632813294554.jpg,1632813304999.jpg,1632813328902.jpg,1632813347175.jpg,
59,MDH0059,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,23.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2724007,103.3486489,20.77,5.63,Belum,-,-,Abasri,28/09/2021 14:19,200000,599.47,-,Krisnawati et al (2012),1632813443480.jpg,1632813458364.jpg,1632813488715.jpg,1632813538735.jpg,
60,MDH0060,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723270,103.3486853,0.00,5.62,Belum,-,-,Abasri,28/09/2021 14:22,200000,1450.12,-,Krisnawati et al (2012),1632813652653.jpg,1632813664664.jpg,1632813714572.jpg,1632813754742.jpg,
61,MDH0061,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,35.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725342,103.3486642,28.29,5.63,Belum,-,-,Abasri,28/09/2021 14:27,200000,1548.3,-,Krisnawati et al (2012),1632813955725.jpg,1632813969803.jpg,1632813993181.jpg,1632814015079.jpg,
62,MDH0062,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,25.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2722223,103.3488707,21.31,5.6,Belum,-,-,Abasri,29/09/2021 08:36,200000,723.78,-,Krisnawati et al (2012),1632879277629.jpg,1632879293186.jpg,1632879346778.jpg,1632879387559.jpg,
63,MDH0063,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,44.00,11.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723472,103.3487033,0.00,5.62,Belum,-,-,Abasri,29/09/2021 08:41,200000,2596.96,-,Krisnawati et al (2012),1632879572650.jpg,1632879593974.jpg,1632879634715.jpg,1632879659998.jpg,
64,MDH0064,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,20.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723468,103.3487855,0.72,5.61,Belum,-,-,Abasri,29/09/2021 08:47,200000,437.11,-,Krisnawati et al (2012),1632879886486.jpg,1632879905485.jpg,1632880027309.jpg,1632880055105.jpg,
65,MDH0065,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,33.00,13.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723149,103.3487448,0.00,5.62,Belum,-,-,Abasri,29/09/2021 08:53,200000,1355.51,-,Krisnawati et al (2012),1632880297637.jpg,1632880330951.jpg,1632880374063.jpg,1632880395027.jpg,
66,MDH0066,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,34.00,13.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723260,103.3486436,0.00,5.63,Belum,-,-,Abasri,29/09/2021 08:57,200000,1450.12,-,Krisnawati et al (2012),1632880569733.jpg,1632880591647.jpg,1632880650546.jpg,1632880671064.jpg,
67,MDH0067,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,11.00,5.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2721400,103.3493746,97.46,5.54,Belum,-,-,Abasri,29/09/2021 09:02,200000,113.19,-,Krisnawati et al (2012),1632880820058.jpg,1632880829384.jpg,1632880887987.jpg,1632880916561.jpg,
68,MDH0068,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,23.00,10.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725947,103.3491911,11.98,5.58,Belum,-,-,Abasri,29/09/2021 09:07,200000,599.47,-,Krisnawati et al (2012),1632881154290.jpg,1632881175339.jpg,1632881244047.jpg,1632881269090.jpg,
69,MDH0069,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,17.00,7.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2723735,103.3490885,6.00,5.58,Belum,-,-,Deka,29/09/2021 09:16,200000,302.74,-,Krisnawati et al (2012),1632881694101.jpg,1632881717077.jpg,1632881739870.jpg,1632881756219.jpg,
70,MDH0070,Bakau,Rhizophora sp.,Pohon Dewasa,icon/mature_tree.svg,Least Concern,11.00,8.00,Hutan Desa Sungai Piyai,mangrove,Tugam,-0.2725395,103.3492511,0.00,5.57,Belum,-,-,Deka,29/09/2021 09:21,200000,113.19,-,Krisnawati et al (2012),1632881995638.jpg,1632882024088.jpg,1632882049004.jpg,1632882063863.jpg,
